playerID,name,teamID,rating,goals,assists,minutes
816,Rickie Lambert,100.0,65,15,8,1136
880,Callum McManaman,139.0,83,22,15,742
808,Claudio Yacob,178.0,82,20,6,1532
818,Victor Anichebe,169.0,72,11,5,863
609,Joe Hart,83.0,83,5,6,1636
625,Bacary Sagna,140.0,72,12,11,1641
612,Vincent Kompany,106.0,65,15,9,2495
626,Eliaquim Mangala,137.0,67,15,9,1641
621,Aleksandar Kolarov,202.0,87,4,0,1365
614,Fernandinho,210.0,85,5,3,1039
878,Yaya Touré,233.0,66,6,5,2649
616,Jesús Navas,124.0,72,7,15,949
617,David Silva,242.0,67,1,9,770
618,Raheem Sterling,160.0,66,13,7,2226
622,Wilfried Bony,228.0,75,24,5,1974
877,Samir Nasri,87.0,67,0,10,2864
623,Martín Demichelis,117.0,81,8,2,2967
619,Sergio Agüero,261.0,72,13,5,1303
323,Adnan Januzaj,123.0,73,7,5,541
842,Oriol Romeu,97.0,86,23,10,1018
843,James Ward-Prowse,107.0,80,21,14,553
591,Gerard Deulofeu,225.0,71,6,4,1022
977,Tyias Browning,87.0,82,24,0,647
732,Yann M&#039;Vila,231.0,69,6,15,1351
932,Danny Graham,207.0,88,2,13,707
919,Duncan Watmore,169.0,83,5,10,1634
796,Gary O&#039;Neil,142.0,83,14,0,1111
783,Nathan Dyer,228.0,80,19,5,1397
830,Leon Britton,120.0,72,15,8,1037
765,Steven Taylor,261.0,90,22,2,1034
915,Rolando Aarons,147.0,80,10,5,2297
637,Hugo Lloris,142.0,90,14,0,2539
865,Marko Arnautovic,180.0,78,7,11,1971
867,Stephen Ireland,119.0,71,13,15,1020
866,Joselu,169.0,68,12,0,922
569,Almen Abdi,126.0,68,24,15,1498
744,Steven Berghuis,80.0,86,1,7,2027
805,Jonas Olsson,241.0,78,19,15,1294
806,Gareth McAuley,165.0,76,23,3,669
813,Salomón Rondón,182.0,78,12,1,1035
938,Carl Jenkinson,209.0,78,23,0,2561
542,Pedro Obiang,166.0,79,10,9,883
535,Manuel Lanzini,219.0,88,12,7,2211
526,Lee Chung-yong,125.0,66,19,5,1874
822,Patrick Bamford,137.0,86,23,4,692
492,Héctor Bellerín,231.0,85,18,3,2167
545,Kieran Gibbs,81.0,85,19,3,1538
970,Mikel Arteta,158.0,68,17,9,2121
936,Ramires,225.0,66,16,10,1307
1089,Juan Cuadrado,145.0,77,20,14,511
608,Alberto Moreno,242.0,88,22,15,735
975,Lee Tomlin,121.0,75,25,11,1910
825,Adam Smith,261.0,90,1,8,2936
191,Chicharito,173.0,68,16,15,1445
770,Ayoze Pérez,241.0,72,3,8,2302
942,Florian Thauvin,127.0,71,14,11,2371
888,Xherdan Shaqiri,116.0,71,14,14,2382
729,John O&#039;Shea,90.0,82,1,0,1957
520,Bakary Sako,151.0,79,7,11,2129
743,Dwight Gayle,182.0,69,16,9,2894
675,Jack Grealish,234.0,78,17,10,893
900,Adama Traoré,205.0,70,12,15,2700
761,Gökhan Inler,114.0,73,23,3,1418
756,Leonardo Ulloa,81.0,79,1,8,1040
653,Tom Carroll,240.0,72,17,0,790
540,Darren Randolph,130.0,67,12,4,593
993,Serge Gnabry,168.0,79,16,13,1163
687,Pedro,90.0,90,24,7,2950
685,John Obi Mikel,181.0,82,20,4,867
876,Fabian Delph,84.0,68,1,11,2202
948,Alessandro Diamanti,228.0,66,6,15,803
953,Steven Caulker,262.0,85,9,0,2423
508,Calum Chambers,107.0,82,14,7,1722
493,Gabriel,140.0,65,12,13,2048
475,Lucas Leiva,91.0,67,9,11,2990
988,Jordan Rossiter,175.0,89,24,6,667
945,Marc Wilson,141.0,72,9,2,1151
855,Cristian Gamboa,262.0,70,14,6,2884
663,Alan Hutton,98.0,78,5,12,2674
670,Carles Gil,261.0,80,13,3,1393
739,Ola Toivonen,240.0,80,9,8,988
1024,Tyrone Mings,133.0,71,19,14,619
999,Joseph Dodoo,210.0,77,1,5,1579
688,Ruben Loftus-Cheek,238.0,66,22,8,1515
689,Kenedy,116.0,70,16,11,2716
517,Joe Ledley,140.0,77,4,10,1630
986,Danny Ings,223.0,65,14,12,773
1018,Josh Cullen,107.0,77,20,13,2085
620,Kelechi Iheanacho,151.0,73,14,8,2105
641,Danny Rose,155.0,90,2,9,1164
815,Alex Pritchard,114.0,90,23,6,1117
897,Juanmi,83.0,79,16,1,2824
894,Andre Wisdom,121.0,74,3,10,832
964,Kyle Bartley,241.0,78,5,3,1331
630,Marouane Fellaini,241.0,87,24,13,985
908,Muhamed Besic,83.0,88,18,14,2219
597,Ramiro Funes Mori,137.0,90,22,11,2494
593,Aaron Lennon,145.0,82,17,9,557
857,Phil Bardsley,210.0,86,4,3,2552
871,Bojan,174.0,87,12,0,728
525,Martin Kelly,174.0,80,13,15,2002
933,Brede Hangeland,153.0,69,10,4,2162
447,Kevin De Bruyne,93.0,71,14,14,2782
807,Jonny Evans,164.0,74,0,4,2009
833,Virgil van Dijk,111.0,71,5,9,2210
795,Dieumerci Mbokani,96.0,66,14,5,2110
798,Martin Olsson,235.0,83,18,9,2386
463,Junior Stanislas,104.0,88,22,15,666
546,David de Gea,72.0,82,6,9,2069
553,Anthony Martial,162.0,66,14,2,1457
484,Divock Origi,151.0,88,2,9,2113
931,Jordi Gómez,105.0,75,8,0,1126
737,Fabio Borini,167.0,66,10,14,844
453,Son Heung-Min,202.0,66,22,1,2836
775,Andros Townsend,89.0,83,20,6,2597
541,Victor Moses,88.0,80,22,9,2112
537,Andy Carroll,126.0,81,25,3,1982
690,Loïc Remy,146.0,81,5,1,1981
583,Adlène Guédioura,95.0,70,22,15,747
579,Nathan Aké,116.0,66,23,9,1741
828,Sylvain Distin,238.0,81,3,0,2880
872,Peter Crouch,100.0,67,2,13,1675
720,Modou Barrow,145.0,70,3,11,1543
611,Nicolás Otamendi,128.0,67,22,0,1730
531,Michail Antonio,178.0,84,14,1,648
655,James Collins,166.0,67,20,8,2306
940,Nikica Jelavic,86.0,86,11,4,2267
960,Clinton N&#039;Jie,261.0,72,2,11,2103
634,Fraizer Campbell,147.0,77,16,9,1304
550,Marcos Rojo,71.0,68,22,4,1754
559,Paddy McNair,222.0,83,12,2,2976
485,Mamadou Sakho,101.0,72,23,8,1272
483,Daniel Sturridge,145.0,83,25,4,1420
624,Willy Caballero,112.0,84,16,6,2824
615,Fernando,126.0,66,19,13,2207
925,Patrick Roberts,117.0,84,5,2,1908
835,Ryan Bertrand,72.0,67,12,9,534
956,Andrej Kramaric,83.0,78,17,7,1738
895,Mathieu Flamini,174.0,86,12,1,2976
480,Joe Allen,177.0,83,1,15,2043
951,Phil Jones,205.0,83,24,11,1185
983,Kevin Mbabu,164.0,81,5,7,2358
998,Ivan Toney,240.0,75,10,12,1277
947,Víctor Ibarbo,79.0,73,18,13,1030
509,Wayne Hennessey,92.0,71,21,12,1191
921,Darron Gibson,154.0,86,4,3,2078
962,José Ángel Crespo,177.0,87,5,8,1051
610,Pablo Zabaleta,260.0,75,4,9,2277
916,Yoan Gouffran,169.0,72,5,9,981
766,Jamaal Lascelles,177.0,73,24,5,862
981,Kyle Lafferty,245.0,77,22,13,1710
746,Danny Simpson,142.0,69,1,10,1101
727,DeAndre Yedlin,88.0,86,13,4,1547
707,Angel Rangel,230.0,85,9,6,1386
992,James Wilson,175.0,74,9,8,2183
954,Kelvin Davis,232.0,79,23,4,1062
837,Jordy Clasie,98.0,75,24,13,1907
810,Stéphane Sessegnon,90.0,89,14,6,2772
684,Abdul Rahman Baba,209.0,67,9,9,1813
558,Jesse Lingard,170.0,65,20,9,1591
469,Adam Federici,224.0,79,5,2,1119
471,Shaun MacDonald,161.0,84,3,9,915
763,Robert Elliot,174.0,83,4,14,2608
853,Paul Dummett,75.0,68,6,5,2602
524,Adrian Mariappa,103.0,67,0,12,660
787,Ryan Bennett,206.0,82,19,13,2686
567,Miguel Britos,209.0,71,24,3,2519
652,Kieran Trippier,160.0,81,8,4,2933
952,Gastón Ramírez,170.0,73,0,14,901
797,Youssouf Mulumbu,161.0,69,14,10,2169
886,Ryan Shawcross,145.0,76,15,11,1104
506,Joel Campbell,242.0,67,15,14,1483
500,Alex Iwobi,88.0,72,17,11,1774
539,Enner Valencia,171.0,76,25,13,846
891,Leon Osman,169.0,74,0,14,2960
928,Wes Brown,138.0,70,19,13,2838
881,Harry Arter,162.0,79,15,13,2057
661,Josh Onomah,122.0,82,7,14,1579
958,Tokelo Rantie,152.0,87,6,0,1403
1037,Cameron Borthwick-Jackson,260.0,74,18,0,1323
1066,Charles N&#039;Zogbia,139.0,84,21,13,2792
922,Andreas Pereira,75.0,90,15,2,1887
476,Kolo Touré,229.0,85,14,4,1480
657,Alexandre Song,156.0,81,13,9,1048
905,Marouane Chamakh,170.0,65,14,7,1653
949,Giedrius Arlauskis,182.0,86,2,11,2387
1050,Ryan Allsop,147.0,82,19,4,1264
823,Vadis Odjidja-Ofoe,101.0,74,19,9,1997
799,Declan Rudd,231.0,86,0,1,735
547,Guillermo Varela,225.0,68,7,12,1993
676,Jores Okore,135.0,69,17,4,2677
695,Bertrand Traoré,167.0,73,8,12,1466
588,Leighton Baines,89.0,68,19,0,1421
613,Gaël Clichy,182.0,68,20,14,1505
973,Paulo Gazzaniga,227.0,88,17,14,1567
1072,Nick Powell,181.0,82,6,1,1328
760,Marcin Wasilewski,145.0,69,1,2,642
698,Adam Bogdan,88.0,73,5,1,1486
726,Vito Mannone,118.0,74,4,8,817
780,Karl Darlow,97.0,84,1,3,822
721,Jordi Amat,154.0,71,20,10,1998
1045,Matt Grimes,95.0,87,11,3,2666
829,Marvin Emnes,131.0,75,1,9,2545
477,Brad Smith,159.0,71,4,15,2161
910,Harrison Reed,234.0,86,1,10,614
666,Aly Cissokho,143.0,85,21,1,2031
1026,Libor Kozák,113.0,73,18,3,1593
1060,Jonathan Williams,71.0,81,19,1,2014
678,Mark Bunn,209.0,80,9,6,2412
826,Benik Afobe,135.0,73,10,4,2099
827,Juan Iturbe,203.0,66,2,15,2808
831,Fraser Forster,112.0,67,1,4,1600
924,Steven Pienaar,106.0,85,3,7,2545
741,Jordan Pickford,153.0,78,13,4,1855
232,Jan Kirchhoff,83.0,73,5,9,2357
778,Henri Saivet,105.0,66,5,9,2144
762,Demarai Gray,206.0,65,21,0,2903
898,Obbi Oularé,154.0,75,9,15,1598
786,Ivo Pinto,166.0,89,19,6,1874
650,Kevin Wimmer,203.0,69,21,3,1316
848,Charlie Austin,151.0,85,22,2,1976
803,Ben Foster,154.0,73,22,0,1482
575,Nordin Amrabat,232.0,70,19,4,2288
777,Emmanuel Rivière,231.0,88,18,3,2018
902,Sam Byram,151.0,79,25,3,2811
937,João Teixeira,92.0,82,17,7,2434
162,Timm Klose,261.0,87,5,6,1609
728,Lamine Koné,167.0,78,14,3,2109
731,Dame N&#039;Doye,107.0,82,23,15,2083
734,Wahbi Khazri,177.0,65,18,0,2935
521,Emmanuel Adebayor,96.0,68,11,14,2559
817,Sandro,151.0,67,1,12,2065
716,Alberto Paloschi,205.0,87,2,1,760
584,Joel Robles,71.0,69,24,3,2264
576,Mario Suárez,148.0,82,9,9,1354
1054,Bersant Celina,117.0,66,10,12,1648
861,Giannelli Imbula,234.0,76,11,15,1018
1059,Hiram Boateng,104.0,83,12,5,823
538,Emmanuel Emenike,122.0,82,2,7,1225
1048,Donald Love,119.0,69,24,8,1905
1047,Will Keane,137.0,78,13,14,1669
869,Dionatan Teixeira,124.0,69,17,3,2015
776,Seydou Doumbia,177.0,66,2,13,590
501,Danny Welbeck,260.0,74,9,4,2693
673,Jordan Lyden,219.0,76,15,0,532
479,Kevin Stewart,85.0,90,4,5,2845
759,Daniel Amartey,132.0,66,3,4,1860
711,Leroy Fer,100.0,76,22,7,1754
556,Marcus Rashford,206.0,71,8,5,2580
549,Timothy Fosu-Mensah,162.0,86,10,6,858
562,James Weir,114.0,72,16,15,1899
496,Mohamed Elneny,107.0,86,13,15,1259
599,Oumar Niasse,138.0,68,16,9,2134
892,Stephen Kingsley,238.0,76,6,9,2940
896,Jay Fulton,75.0,89,22,3,1084
490,Jon Flanagan,141.0,82,6,15,1823
505,David Ospina,124.0,78,19,11,2020
906,Manu García,168.0,84,1,8,2858
893,Sébastien Pocognoli,83.0,88,3,12,2061
874,Andre Green,239.0,69,18,12,2126
478,Sheyi Ojo,99.0,72,23,3,1737
683,Matt Miazga,229.0,70,20,14,2329
693,Jake Clarke-Salter,110.0,90,16,13,1244
691,Alexandre Pato,129.0,90,2,13,962
870,Jakob Haugaard,141.0,70,15,4,1481
879,Jonathan Leko,104.0,78,23,0,555
1042,Tom Davies,71.0,65,22,9,2356
1043,Callum Connolly,114.0,70,19,14,1631
473,Danny Ward,222.0,88,25,3,1059
474,Connor Randall,88.0,75,22,12,1481
889,Shay Given,117.0,90,9,0,2007
523,Julian Speroni,220.0,78,13,9,2910
901,Kevin Toner,173.0,90,19,1,986
1036,Jack Wilshere,132.0,86,10,14,1588
920,Matthew Pennington,80.0,88,8,1,1243
1031,Tony Hibbert,142.0,90,16,11,2076
1032,Kieran Dowell,166.0,72,18,4,1001
1022,Pedro Chirivella,121.0,73,19,14,1671
1023,Cameron Brannagan,160.0,70,11,14,715
1015,Rushian Hepburn-Murphy,106.0,90,4,8,1584
702,Tammy Abraham,235.0,87,19,0,2730
703,Fikayo Tomori,262.0,68,18,5,2890
1084,Jonjoe Kenny,172.0,77,15,11,1300
779,Jamie Sterry,176.0,66,16,6,1515
1070,Sullay Kaikai,96.0,80,23,11,1144
722,Kristoffer Nordfeldt,203.0,72,20,12,2201
1079,Thomas Robson,130.0,71,15,2,976
1080,Rees Greenwood,164.0,79,15,5,1732
1046,George Honeyman,205.0,76,25,4,1797
1014,Tyler Roberts,176.0,74,5,11,1765
1013,Sam Field,112.0,90,19,10,1374
1078,Sergi Canos,124.0,72,7,14,728
1697,Eldin Jakupovic,143.0,72,22,4,2354
1685,Ahmed Elmohamady,142.0,65,9,8,2820
1686,Curtis Davies,101.0,86,6,9,2190
1689,Jake Livermore,221.0,71,0,12,1401
1688,Andrew Robertson,133.0,77,3,2,2375
1695,Tom Huddlestone,99.0,75,0,15,1425
1693,David Meyler,147.0,73,14,12,927
1690,Sam Clucas,84.0,67,20,15,574
1691,Robert Snodgrass,148.0,89,25,5,622
1698,Abel Hernández,146.0,73,3,8,2687
1694,Adama Diomande,155.0,76,23,4,999
1680,Luis Hernández,135.0,85,6,10,2530
1681,Ahmed Musa,73.0,81,25,11,2674
1737,Matt Phillips,139.0,77,19,12,1959
985,Mason Holgate,110.0,86,13,2,1184
1730,Vincent Janssen,113.0,82,13,1,1081
1651,Tom Heaton,82.0,75,1,0,992
1652,Matthew Lowton,232.0,65,10,5,825
1654,Ben Mee,205.0,68,11,7,2008
1653,Michael Keane,239.0,73,17,3,2748
1655,Stephen Ward,245.0,70,25,3,2329
1656,George Boyd,261.0,83,20,15,878
1787,David Jones,178.0,73,6,15,2781
1658,Dean Marney,240.0,66,0,10,1650
1659,Scott Arfield,110.0,68,20,7,1803
1661,Sam Vokes,169.0,84,6,7,1140
1660,Andre Gray,221.0,78,22,3,1356
1663,Johann Berg Gudmundsson,158.0,76,9,5,1985
1664,Lukas Jutkiewicz,71.0,88,8,12,1644
1728,Fernando Llorente,144.0,90,25,13,1221
1705,Víctor Valdés,115.0,75,2,2,2273
1757,Nsue,168.0,78,9,1,2570
1706,Antonio Barragán,173.0,84,9,8,2386
1707,Ben Gibson,261.0,81,16,3,1563
1708,George Friend,114.0,68,17,1,1593
1710,Marten de Roon,205.0,77,10,2,2540
1717,Adam Clayton,95.0,83,24,14,699
1782,Albert Adomah,138.0,71,0,11,960
